Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE22,OUT046,2640.25
NCB06,OUT018,2184.25
DRF48,OUT017,3043.75
FDB05,OUT013,3973.25
FDP28,OUT027,5497.75
FDP23,OUT046,3449.75
NCS41,OUT018,2530.25
FDS40,OUT018,374.25
FDA16,OUT017,3525.75
FDN20,OUT035,2777.5
FDF04,OUT027,5468.75
DRG36,OUT018,2524.25
FDW16,OUT018,1198.25
FDU09,OUT017,1065.75
FDW01,OUT046,2408.5
FDB15,OUT045,4072.5
NCJ17,OUT049,1418.0
NCT18,OUT018,2528.25
FDG16,OUT018,3034.25
FDP27,OUT017,3089.75
FDQ44,OUT027,3477.75
FDL50,OUT027,3444.75
FDW57,OUT027,4235.75
FDS34,OUT013,1922.25
NCV30,OUT035,1254.5
FDD26,OUT018,2782.25
FDA03,OUT045,2236.5
FDS27,OUT018,2904.25
FDM12,OUT013,2956.25
NCV42,OUT027,3308.75
NCS41,OUT046,2809.75
FDN56,OUT018,2014.25
DRK59,OUT046,3620.75
NCG18,OUT046,1601.0
NCN26,OUT017,2019.75
FDI60,OUT027,2648.75
NCI43,OUT049,690.0
NCL17,OUT049,2500.0
FDQ19,OUT019,2062.75
FDY43,OUT049,2908.0
FDR36,OUT049,873.0
FDJ58,OUT049,2807.0
DRY23,OUT045,468.5
FDK26,OUT027,4527.75
DRH03,OUT045,1419.5
FDC10,OUT010,36.5
FDD23,OUT013,3072.25
FDP32,OUT045,1947.5
FDO31,OUT035,1482.5
FDQ57,OUT013,2388.25
FDX32,OUT027,3822.75
FDC39,OUT027,4636.75
FDU55,OUT046,4182.0
FDL45,OUT013,1934.25
DRK37,OUT049,3143.0
FDK22,OUT013,3490.25
DRG37,OUT027,4013.75
FDK22,OUT017,3535.75
DRH36,OUT018,902.25
DRC36,OUT018,2294.25
DRE03,OUT027,2179.75
FDF34,OUT046,3136.75
FDZ22,OUT046,1403.25
FDC44,OUT010,81.25
FDN31,OUT027,4389.75
FDO03,OUT017,3721.75
FDA01,OUT049,1137.5
NCH42,OUT049,3454.0
FDF46,OUT018,1554.25
DRL35,OUT046,546.75
FDW46,OUT049,1110.0
FDB58,OUT046,2358.5
FDD47,OUT018,2480.25
NCO17,OUT045,1867.5
FDJ26,OUT017,3515.75
FDU37,OUT045,1320.5
